,region,education,jobtype,cptype,sales,employees,aversalary,capital,pros_encoded
117,2,0,1,1,275566.0,444.0,44.0,500.0,12.0
118,2,3,1,2,4528800.0,957.0,,325821.0,18.0
119,2,0,0,2,15778844.0,7287.0,4.0,562052.0,36.0
120,2,3,0,1,614078.0,787.0,90.0,20826.0,27.0
121,2,3,0,2,1091069.0,1756.0,5.0,1062543.0,30.0
122,2,0,0,0,218545.0,3000.0,53.0,23500.0,18.0
123,2,3,1,1,166985.0,536.0,36.0,4200.0,25.0
124,2,0,1,1,547843.0,1542.0,80.0,6433.0,30.0
125,2,2,0,1,1271534.0,554.0,65.0,12000.0,17.0
126,2,3,1,1,228242.0,656.0,56.0,9700.0,23.0
127,2,0,1,1,547843.0,1542.0,80.0,6433.0,30.0
128,2,1,1,2,8740159.0,2847.0,75.0,1531275.0,28.0
129,2,2,0,2,4899563.0,2814.0,73.0,175816.0,18.0
130,2,3,1,1,190000.0,966.0,,,6.0
131,2,0,0,2,21014113.0,13343.0,12.0,3381392.0,28.0
132,2,0,0,2,21014113.0,13343.0,12.0,3381392.0,28.0
133,2,2,0,2,701069.0,3941.0,,52657.0,21.0
134,2,0,0,2,49155693.0,,17.0,1488993.0,44.0
135,2,0,0,0,,70.0,29.0,,7.0
136,2,0,0,2,1552128.0,790.0,62.0,20535.0,25.0
137,2,0,0,2,21014113.0,13343.0,12.0,3381392.0,28.0
138,2,0,0,2,8740159.0,2847.0,75.0,1531275.0,28.0
139,2,0,1,1,547843.0,1542.0,80.0,6433.0,30.0
140,2,0,0,2,21014113.0,13343.0,12.0,3381392.0,28.0
141,2,0,0,2,3266496.0,3043.0,61.0,50000.0,21.0
142,2,0,1,2,2458959.0,4862.0,94.0,13711.0,43.0
143,2,0,0,0,28043.0,125.0,67.0,155174.0,7.0
144,2,3,1,0,344858.0,673.0,76.0,165.0,19.0
145,2,3,0,1,1152356.0,728.0,61.0,53067.0,21.0
146,2,0,1,2,21014113.0,13343.0,12.0,3381392.0,28.0
147,2,3,1,1,190008.0,223.0,59.0,19150.0,25.0
148,2,0,0,2,2424482.0,1510.0,58.0,74738.0,33.0
149,2,0,1,1,190000.0,966.0,,,6.0
150,2,0,0,2,1567300.0,1163.0,2.0,1096738.0,29.0
151,2,3,1,1,3291431.0,3093.0,62.0,666875.0,14.0
152,2,0,1,1,368651.0,452.0,58.0,3278.0,29.0
153,2,3,1,0,28043.0,125.0,67.0,155174.0,7.0
154,2,3,1,1,15622.0,44.0,,271066.0,31.0
155,2,0,1,1,368651.0,452.0,58.0,3278.0,29.0
156,2,3,1,1,547843.0,1542.0,80.0,6433.0,30.0
157,2,3,1,1,228242.0,656.0,56.0,9700.0,23.0
158,2,1,0,2,1552128.0,790.0,62.0,20535.0,25.0
159,2,0,1,2,2458959.0,4862.0,94.0,13711.0,43.0
160,2,0,0,2,21014113.0,13343.0,12.0,3381392.0,28.0
161,2,0,1,2,881344.0,1134.0,73.0,181.0,36.0
162,2,0,1,1,1765299.0,8822.0,40.0,11409.0,31.0
163,2,0,1,2,2458959.0,4862.0,94.0,13711.0,43.0
164,2,5,0,0,533617.0,,34.0,338160.0,5.0
165,2,0,1,1,381504.0,467.0,,9503.0,29.0
166,2,0,1,1,326178.0,736.0,61.0,5747.0,16.0
167,2,3,1,1,3291431.0,3093.0,62.0,666875.0,14.0
168,2,0,1,1,547843.0,1542.0,80.0,6433.0,30.0
169,2,0,1,1,547843.0,1542.0,80.0,6433.0,30.0
170,2,3,0,1,180762.0,409.0,64.0,16000.0,22.0
171,2,0,0,2,,11479.0,19.0,5359578.0,35.0
172,2,0,0,2,21014113.0,13343.0,12.0,3381392.0,28.0
173,2,0,1,0,11900000.0,4000.0,49.0,,6.0
174,2,0,1,1,1798044.0,1146.0,77.0,115663.0,39.0
175,2,0,0,2,,11479.0,19.0,5359578.0,35.0
176,2,0,0,2,21014113.0,13343.0,12.0,3381392.0,28.0
177,2,1,0,1,832378.0,1397.0,46.0,5019.0,31.0
178,2,0,1,1,547843.0,1542.0,80.0,6433.0,30.0
179,2,0,1,2,676520.0,1497.0,69.0,7381.0,33.0
180,1,0,0,0,113760009.0,15761.0,61.0,,29.0
181,1,0,1,1,25470000.0,18000.0,,,18.0
182,1,0,0,0,246360.0,5624.0,41.0,1904.0,24.0
183,1,0,1,0,,,,,11.0
184,1,3,0,1,1090157.0,818.0,48.0,46482.0,49.0
185,1,0,0,2,4001291.0,3211.0,70.0,199710.0,39.0
186,1,0,0,0,44993.0,418.0,59.0,49332.0,24.0
187,1,0,0,2,21014113.0,13343.0,12.0,3381392.0,28.0
188,1,1,0,1,3291431.0,3093.0,62.0,666875.0,14.0
189,1,2,0,2,3004306.0,3221.0,,150000.0,32.0
190,1,0,0,0,53000.0,295.0,,5.0,21.0
191,1,0,0,2,21014113.0,13343.0,12.0,3381392.0,28.0
192,1,3,1,1,995055.0,1626.0,50.0,14568.0,18.0
193,1,0,1,0,,,,,11.0
194,1,3,1,2,921941.0,3033.0,32.0,24000.0,28.0
195,1,3,1,2,3637728.0,2015.0,27.0,10000.0,37.0
196,1,3,1,2,1191101.0,441.0,60.0,11889.0,46.0
197,1,0,0,2,603889.0,1415.0,70.0,8600.0,35.0
198,1,0,1,2,358940.0,555.0,,5550.0,19.0
199,1,2,0,2,2999516.0,3603.0,,48084.0,30.0
200,1,0,1,1,275566.0,444.0,44.0,500.0,12.0
201,1,0,0,2,21014113.0,13343.0,12.0,3381392.0,28.0
202,1,3,1,2,3004306.0,3221.0,,150000.0,32.0
203,1,3,1,1,3291431.0,3093.0,62.0,666875.0,14.0
204,1,0,0,1,1311220.0,936.0,64.0,57871.0,25.0
205,1,0,1,0,,,,,11.0
206,1,3,1,1,3291431.0,3093.0,62.0,666875.0,14.0
207,1,0,0,0,221.0,357.0,41.0,14.0,24.0
208,1,2,1,1,691349.0,1470.0,38.0,69915.0,13.0
209,1,1,0,0,,,28.0,,1.0
210,1,0,1,0,,22.0,39.0,30.0,0.0
211,1,3,0,2,340504.0,700.0,,2963.0,11.0
212,1,1,0,0,,,28.0,,1.0
213,1,0,1,1,380788.0,64.0,43.0,1000.0,13.0
214,1,0,0,0,19969.0,,61.0,1000.0,15.0
215,1,0,0,0,2500.0,50.0,,,0.0
216,1,1,0,2,2021078.0,1672.0,,30202.0,27.0
217,1,0,0,0,221.0,357.0,41.0,14.0,24.0
218,1,0,0,0,,,,,1.0
219,1,0,0,0,198344.0,1001.0,38.0,74370.0,3.0
220,1,0,0,1,5571885.0,,74.0,289661.0,37.0
221,1,2,1,0,27677.0,223.0,53.0,950.0,0.0
222,1,1,0,2,27074370.0,,36.0,26818703.0,23.0
223,1,0,0,0,221.0,357.0,41.0,14.0,24.0
224,1,0,1,0,1996.0,6.0,32.0,400.0,6.0
225,1,1,0,2,27074370.0,,36.0,26818703.0,23.0
226,1,3,1,0,,5.0,10.0,100.0,0.0
227,1,0,0,0,221.0,357.0,41.0,14.0,24.0
228,1,1,0,2,2021078.0,1672.0,71.0,30202.0,27.0
229,1,0,0,0,,2000.0,74.0,603289.0,9.0
230,1,1,0,2,27074370.0,,36.0,26818703.0,23.0
231,1,1,0,2,27074370.0,,36.0,26818703.0,23.0
232,1,0,0,2,175657.0,1726.0,53.0,500.0,23.0
233,1,0,0,2,2621661.0,2312.0,44.0,33601.0,21.0
234,1,0,0,0,,3.0,,,4.0
235,1,2,0,0,,340.0,,,0.0
