,region,education,jobtype,cptype,sales,employees,aversalary,capital,pros_encoded
206,1,3,1,1,2.647,1.9474,0.8696,14.9583,0.2
207,1,0,0,0,-0.13,0.0397,-0.0435,-0.1127,0.7
208,1,2,1,1,0.4531,0.8158,-0.1739,1.4671,0.15
209,1,1,0,0,,,-0.6087,,-0.45
210,1,0,1,0,,-0.1938,-0.1304,-0.1123,-0.5
211,1,3,0,2,0.1571,0.2789,,-0.046,0.05
212,1,1,0,0,,,-0.6087,,-0.45
213,1,0,1,1,0.1911,-0.1645,0.0435,-0.0904,0.15
214,1,0,0,0,-0.1133,,0.8261,-0.0904,0.25
215,1,0,0,0,-0.1281,-0.1743,,,-0.5
216,1,1,0,2,1.5751,0.9566,,0.5696,0.85
217,1,0,0,0,-0.13,0.0397,-0.0435,-0.1127,0.7
218,1,0,0,0,,,,,-0.45
219,1,0,0,0,0.0372,0.4888,-0.1739,1.5678,-0.35
220,1,0,0,1,4.5712,,1.3913,6.4333,1.35
221,1,2,1,0,-0.1068,-0.0537,0.4783,-0.0915,-0.5
222,1,1,0,2,22.7143,,-0.2609,605.9868,0.65
223,1,0,0,0,-0.13,0.0397,-0.0435,-0.1127,0.7
224,1,0,1,0,-0.1285,-0.205,-0.4348,-0.104,-0.2
225,1,1,0,2,22.7143,,-0.2609,605.9868,0.65
226,1,3,1,0,,-0.2057,-1.3913,-0.1107,-0.5
227,1,0,0,0,-0.13,0.0397,-0.0435,-0.1127,0.7
228,1,1,0,2,1.5751,0.9566,1.2609,0.5696,0.85
229,1,0,0,0,,1.1853,1.3913,13.5213,-0.05
230,1,1,0,2,22.7143,,-0.2609,605.9868,0.65
231,1,1,0,2,22.7143,,-0.2609,605.9868,0.65
232,1,0,0,2,0.018,0.9942,0.4783,-0.1017,0.65
233,1,0,0,2,2.0819,1.4028,0.087,0.6464,0.55
234,1,0,0,0,,-0.2071,,,-0.3
235,1,2,0,0,,0.0279,,,-0.5
236,1,3,1,0,-0.1275,-0.205,-0.7826,-0.1017,-0.05
237,1,1,0,2,22.7143,,-0.2609,605.9868,0.65
238,1,3,1,0,-0.1275,-0.205,-0.7826,-0.1017,-0.05
239,1,1,0,2,22.7143,,-0.2609,605.9868,0.65
240,1,0,0,1,0.2582,-0.0537,0.3043,-0.0565,0.25
241,1,2,0,0,,0.0279,,,-0.5
242,1,1,0,0,,,,,-0.5
243,1,0,1,2,-0.0671,-0.1869,0.4348,-0.1122,0.1
244,1,3,1,0,-0.0796,-0.1673,-0.3478,-0.1119,0.1
245,1,0,1,0,-0.1271,-0.2008,-0.0435,-0.1107,0.15
246,1,2,1,0,-0.1267,-0.1708,0.0435,-0.1087,-0.2
247,1,2,0,0,-0.1245,-0.1931,0.087,-0.1084,-0.2
248,1,2,0,0,-0.1245,-0.1931,0.087,-0.1084,-0.2
249,1,0,1,0,-0.1267,-0.2022,0.3913,-0.1119,-0.5
250,1,2,0,0,,,,,-0.5
251,1,0,1,1,0.2379,-0.046,0.2609,-0.0881,-0.35
252,1,0,0,0,,,,,-0.5
253,1,0,0,0,,-0.1743,,,-0.5
254,1,1,1,2,0.6704,1.3157,,-0.0586,0.8
255,1,0,0,0,-0.1293,-0.1952,-0.6522,-0.1119,-0.5
256,1,0,0,0,-0.13,0.0397,-0.0435,-0.1127,0.7
257,1,0,0,0,-0.13,0.0397,-0.0435,-0.1127,0.7
258,1,2,0,0,-0.1277,-0.1952,0.1304,-0.1062,0.25
259,1,0,1,0,,,,,0.2
260,1,0,0,0,,-0.198,-0.3043,-0.1119,-0.3
261,1,0,1,1,-0.1207,-0.1945,0.8696,-0.0904,0.05
262,1,0,0,2,18.978,3.3516,0.1304,0.4853,1.2
263,1,0,0,0,,,-0.3043,-0.1119,-0.3
264,1,0,0,0,-0.1301,-0.2071,-0.3913,-0.1127,-0.1
265,1,3,1,0,,-0.2001,0.0435,-0.1119,-0.15
266,1,0,1,0,-0.1288,-0.1966,0.2609,-0.1107,-0.35
267,1,0,1,0,-0.1301,-0.2092,,-0.1107,-0.1
268,1,0,0,1,0.0,0.4441,-0.3913,0.0486,-0.5
269,1,0,0,1,0.0,0.4441,-0.3913,0.0486,-0.5
270,1,0,0,1,-0.1197,,-0.4348,0.0144,-0.25
271,1,0,0,1,0.0,,-0.3913,0.0486,-0.5
272,1,0,0,1,0.0,,-0.3913,0.0486,-0.5
273,1,0,0,1,0.0,,-0.3913,0.0486,-0.5
274,1,1,0,2,3.1277,8.7809,0.3913,0.1317,0.8
275,1,2,1,0,-0.1297,-0.1973,-0.4348,-0.1107,-0.25
276,1,2,0,2,,,,,0.0
277,1,0,0,0,,-0.1743,,,-0.5
278,1,0,0,0,,-0.2078,-0.5217,,-0.5
279,1,0,0,0,-0.1272,-0.115,,-0.1128,-0.35
280,1,2,1,0,,,-0.5217,,-0.5
281,1,0,0,0,,-0.2057,,,-0.35
